(5, 13, 1)	1	0	933497	820670	50	49
(13, 5, 1)	2	0	125647	775694	30	30
(6, 7, 1)	1	0	895339	670773	36	35
(7, 6, 1)	2	0	416454	702046	19	19
(6, 8, 1)	1	0	804672	330753	25	24
(8, 6, 1)	1	0	396539	849156	31	30
(6, 9, 1)	1	0	225183	181456	17	16
(9, 6, 1)	2	0	622090	984343	52	52
(6, 10, 1)	1	0	718623	681384	32	31
(10, 6, 1)	1	0	643379	807238	27	26
(6, 11, 1)	1	0	690115	620399	23	22
(11, 6, 1)	2	0	873431	895761	32	32
(6, 12, 1)	1	0	661457	429307	26	25
(12, 6, 1)	2	0	443436	765444	25	25
(6, 13, 1)	1	0	727678	138936	20	19
(13, 6, 1)	2	0	76037	568991	24	24
(7, 8, 1)	2	0	534402	316007	29	29
(8, 7, 1)	1	0	417043	310369	26	25
(7, 9, 1)	2	0	267379	111748	20	20
(9, 7, 1)	2	0	786467	950656	83	83
(7, 10, 1)	2	0	447163	597305	25	25
(10, 7, 1)	1	0	734213	470977	33	32
(7, 11, 1)	2	0	303669	342254	17	17
(11, 7, 1)	2	0	679110	396886	20	20
(7, 12, 1)	2	0	302141	142183	17	17
(12, 7, 1)	2	0	515358	553877	30	30
(7, 13, 1)	1	0	469666	265981	25	24
(13, 7, 1)	2	0	117338	474273	20	20
(8, 9, 1)	1	0	420499	242028	22	21
(9, 8, 1)	2	0	419360	763456	35	35
(8, 10, 1)	1	0	321959	712093	28	27
(10, 8, 1)	2	0	865032	622348	34	34
(8, 11, 1)	1	0	407425	611484	21	20
(11, 8, 1)	2	0	692186	525377	24	24
(8, 12, 1)	1	0	341403	356689	31	30
(12, 8, 1)	2	0	605063	687388	38	38
(8, 13, 1)	1	0	555188	214142	30	29
(13, 8, 1)	1	0	135460	512098	21	20
(9, 10, 1)	2	0	440387	904814	40	40
(10, 9, 1)	2	0	428153	93011	13	13
(9, 11, 1)	1	0	186975	576069	22	21
(11, 9, 1)	2	0	525629	173704	21	21
(9, 12, 1)	1	0	240943	411078	29	28
(12, 9, 1)	1	0	375407	279951	26	25
(9, 13, 1)	1	0	377963	674544	40	39
(13, 9, 1)	2	0	25414	111954	18	18
(10, 11, 1)	1	0	671254	626155	26	25
(11, 10, 1)	2	0	901785	890874	45	45
(10, 12, 1)	1	0	859043	582632	48	47
(12, 10, 1)	1	0	176642	411473	19	18
(10, 13, 1)	1	0	419717	215833	24	23
(13, 10, 1)	1	0	368316	695518	26	25
(11, 12, 1)	2	0	345757	187467	15	15
(12, 11, 1)	1	0	241757	417393	17	16
(11, 13, 1)	2	0	858783	469018	37	37
(13, 11, 1)	2	0	66500	317709	13	13
(12, 13, 1)	1	0	264339	89871	20	19
(13, 12, 1)	1	0	281096	456001	34	33
(0, 1, 2)	2	0	828431	947059	52	52
(1, 0, 2)	1	0	890469	805003	46	45
(0, 2, 2)	2	0	781211	822248	46	46
(2, 0, 2)	1	0	812119	832906	56	55
(0, 3, 2)	2	0	823220	645715	46	46
(3, 0, 2)	1	0	667942	786952	52	51
(0, 4, 2)	1	0	553036	559677	38	37
(4, 0, 2)	2	0	182579	120628	15	15
(0, 5, 2)	2	0	794900	795275	52	52
(5, 0, 2)	2	0	555496	157553	15	15
(0, 6, 2)	1	0	765212	973452	64	63
(6, 0, 2)	2	0	936009	554906	45	45
(0, 7, 2)	1	0	75789	202540	16	15
(7, 0, 2)	2	0	266765	130547	16	16
(0, 8, 2)	1	0	309609	464732	25	24
(8, 0, 2)	2	0	370764	340563	20	20
(0, 9, 2)	1	0	67029	110502	13	12
(9, 0, 2)	2	0	135661	31660	14	14
(0, 10, 2)	1	0	62930	273000	17	16
(10, 0, 2)	2	0	362500	107320	15	15
(0, 11, 2)	1	0	129647	560178	15	14
(11, 0, 2)	2	0	291567	111789	14	14
(0, 12, 2)	1	0	196239	336781	25	24
(12, 0, 2)	2	0	186648	124058	17	17
(0, 13, 2)	1	0	90541	19591	17	16
(13, 0, 2)	2	0	32240	90620	16	16
(1, 2, 2)	2	0	661463	598259	16	16
(2, 1, 2)	2	0	746276	815876	28	28
(1, 3, 2)	2	0	817064	469862	29	29
(3, 1, 2)	1	0	190161	555241	14	13
(1, 4, 2)	1	0	966707	916875	54	53
(4, 1, 2)	2	0	534682	686433	25	25
(1, 5, 2)	1	0	922436	862888	39	38
(5, 1, 2)	2	0	818693	854452	39	39
(1, 6, 2)	1	0	743022	762553	27	26
(6, 1, 2)	2	0	934534	885296	41	41
(1, 7, 2)	1	0	340949	202380	16	15
(7, 1, 2)	2	0	525316	707248	25	25
(1, 8, 2)	1	0	688474	141840	20	19
(8, 1, 2)	2	0	452739	726238	25	25
(1, 9, 2)	1	0	766008	253015	28	27
(9, 1, 2)	2	0	123569	331647	15	15
(1, 10, 2)	1	0	712392	607007	23	22
(10, 1, 2)	2	0	843820	739487	29	29
(1, 11, 2)	1	0	614567	655472	21	20
(11, 1, 2)	1	0	336076	631631	17	16
(1, 12, 2)	1	0	635697	362015	27	26
(12, 1, 2)	2	0	483567	780817	34	34
(1, 13, 2)	1	0	485289	20187	18	17
(13, 1, 2)	2	0	137390	689499	32	32
(2, 3, 2)	2	0	650754	338522	19	19
(3, 2, 2)	1	0	406659	737840	28	27
(2, 4, 2)	1	0	787491	708353	36	35
(4, 2, 2)	2	0	906615	823335	57	57
(2, 5, 2)	2	0	737856	632569	27	27
(5, 2, 2)	2	0	815618	744802	30	30
(2, 6, 2)	1	0	762850	936481	51	50
(6, 2, 2)	2	0	987209	830425	57	57
(2, 7, 2)	1	0	674115	432112	27	26
(7, 2, 2)	2	0	594440	739035	34	34
(2, 8, 2)	1	0	627268	138805	19	18
(8, 2, 2)	2	0	216800	524849	13	13
(2, 9, 2)	1	0	494642	110637	12	11
(9, 2, 2)	2	0	365657	732229	33	33
(2, 10, 2)	1	0	710976	740951	30	29
(10, 2, 2)	2	0	345417	579407	16	16
(2, 11, 2)	1	0	569814	509135	16	15
(11, 2, 2)	2	0	762217	724456	30	30
(2, 12, 2)	1	0	757588	688852	47	46
(12, 2, 2)	2	0	664164	778606	47	47
(2, 13, 2)	1	0	548764	20294	15	14
(13, 2, 2)	2	0	812360	740567	41	41
(3, 4, 2)	1	0	468501	469109	31	30
(4, 3, 2)	2	0	684027	622969	37	37
(3, 5, 2)	1	0	139138	416885	17	16
(5, 3, 2)	2	0	863323	797831	41	41
(3, 6, 2)	1	0	326119	784461	32	31
(6, 3, 2)	2	0	921578	559118	35	35
(3, 7, 2)	1	0	136247	202794	16	15
(7, 3, 2)	2	0	586589	442771	33	33
(3, 8, 2)	1	0	556734	566814	32	31
(8, 3, 2)	2	0	797165	481753	32	32
(3, 9, 2)	1	0	111767	129053	14	13
(9, 3, 2)	2	0	137249	18029	15	15
(3, 10, 2)	1	0	72320	308388	19	18
(10, 3, 2)	2	0	479268	211803	20	20
(3, 11, 2)	1	0	68178	400252	21	20
(11, 3, 2)	2	0	499112	234420	25	25
(3, 12, 2)	1	0	313453	330816	26	25
(12, 3, 2)	2	0	191978	187647	14	14
(3, 13, 2)	1	0	387272	132287	34	33
(13, 3, 2)	2	0	303299	358767	28	28
(4, 5, 2)	1	0	763699	868359	40	39
(5, 4, 2)	2	0	599871	407010	21	21
(4, 6, 2)	2	0	591719	703701	24	24
(6, 4, 2)	1	0	797202	651546	34	33
(4, 7, 2)	1	0	311784	486163	29	28
(7, 4, 2)	2	0	508106	309633	29	29
(4, 8, 2)	2	0	518135	542323	33	33
(8, 4, 2)	1	0	731936	737928	38	37
(4, 9, 2)	2	0	461975	198885	23	23
(9, 4, 2)	2	0	124775	32495	13	13
(4, 10, 2)	1	0	406341	896187	43	42
(10, 4, 2)	2	0	789240	502183	30	30
(4, 11, 2)	1	0	228212	525166	21	20
(11, 4, 2)	2	0	409717	158726	19	19
(4, 12, 2)	1	0	284335	270650	20	19
(12, 4, 2)	2	0	488229	381130	35	35
(4, 13, 2)	1	0	118965	21372	22	21
(13, 4, 2)	2	0	61518	258558	22	22
(5, 6, 2)	1	0	815605	913615	42	41
(6, 5, 2)	2	0	930533	818060	36	36
(5, 7, 2)	1	0	296054	192693	17	16
(7, 5, 2)	2	0	595112	742737	33	33
(5, 8, 2)	2	0	785476	609964	37	37
(8, 5, 2)	2	0	684861	815568	44	44
(5, 9, 2)	1	0	331268	113485	17	16
(9, 5, 2)	2	0	134268	117204	19	19
(5, 10, 2)	1	0	305853	327129	15	14
(10, 5, 2)	2	0	492014	326668	23	23
(5, 11, 2)	1	0	370992	386163	18	17
(11, 5, 2)	2	0	653012	620379	22	22
(5, 12, 2)	1	0	786408	387265	33	32
(12, 5, 2)	2	0	451529	765981	28	28
(5, 13, 2)	1	0	318454	18297	18	17
(13, 5, 2)	2	0	203525	802048	39	39
(6, 7, 2)	1	0	245158	190501	16	15
(7, 6, 2)	2	0	778803	962884	56	56
(6, 8, 2)	1	0	391531	192380	16	15
(8, 6, 2)	2	0	413629	776290	17	17
(6, 9, 2)	1	0	271287	113582	13	12
(9, 6, 2)	2	0	122364	84529	15	15
(6, 10, 2)	1	0	823974	792900	33	32
(10, 6, 2)	2	0	724414	812513	32	32
(6, 11, 2)	1	0	518380	477819	16	15
(11, 6, 2)	2	0	717606	687752	22	22
(6, 12, 2)	1	0	724874	332139	26	25
(12, 6, 2)	1	0	265509	566075	24	23
(6, 13, 2)	1	0	362868	21650	18	17
(13, 6, 2)	2	0	153143	755615	33	33
(7, 8, 2)	2	0	479229	389859	26	26
(8, 7, 2)	2	0	470112	514483	24	24
(7, 9, 2)	1	0	873465	670143	68	67
(9, 7, 2)	1	0	224755	504354	34	33
(7, 10, 2)	1	0	536993	638354	27	26
(10, 7, 2)	2	0	315313	233122	14	14
(7, 11, 2)	1	0	239217	311432	13	12
(11, 7, 2)	2	0	335215	232962	16	16
(7, 12, 2)	1	0	299607	194630	16	15
(12, 7, 2)	2	0	193778	209284	12	12
(7, 13, 2)	1	0	124557	13268	16	15
(13, 7, 2)	2	0	46717	300145	16	16
(8, 9, 2)	1	0	570497	292639	32	31
(9, 8, 2)	2	0	122316	64904	13	13
(8, 10, 2)	1	0	601890	879548	36	35
(10, 8, 2)	2	0	811093	406089	33	33
(8, 11, 2)	2	0	215882	343927	13	13
(11, 8, 2)	2	0	549093	266268	16	16
(8, 12, 2)	2	0	163789	209746	15	15
(12, 8, 2)	2	0	688089	912436	48	48
(8, 13, 2)	1	0	201865	69311	14	13
(13, 8, 2)	2	0	328601	541093	41	41
(9, 10, 2)	1	0	740761	988376	84	83
(10, 9, 2)	2	0	541785	112444	21	21
(9, 11, 2)	2	0	602892	927617	49	49
(11, 9, 2)	1	0	239288	106569	14	13
(9, 12, 2)	1	0	183624	332939	34	33
(12, 9, 2)	2	0	384311	201088	27	27
(9, 13, 2)	1	0	208518	62224	21	20
(13, 9, 2)	2	0	21054	148246	19	19
(10, 11, 2)	1	0	274677	385227	17	16
(11, 10, 2)	1	0	935529	958837	57	56
(10, 12, 2)	1	0	383588	194259	16	15
(12, 10, 2)	2	0	116735	296840	13	13
(10, 13, 2)	1	0	513459	99370	34	33
(13, 10, 2)	2	0	36042	239118	17	17
(11, 12, 2)	1	0	871414	603686	45	44
(12, 11, 2)	1	0	201145	385358	17	16
(11, 13, 2)	1	0	202966	27396	9	8
(13, 11, 2)	1	0	52620	384745	17	16
(12, 13, 2)	1	0	245371	31168	24	23
(13, 12, 2)	1	0	99008	489335	31	30
(0, 1, 3)	2	0	752956	929329	53	53
(1, 0, 3)	1	0	854508	705716	44	43
(0, 2, 3)	2	0	738317	783092	46	46
(2, 0, 3)	1	0	808983	782096	49	48
(0, 3, 3)	2	0	507726	363888	28	28
(3, 0, 3)	1	0	583060	733128	34	33
(0, 4, 3)	1	0	376319	532605	33	32
(4, 0, 3)	2	0	618720	638672	35	35
(0, 5, 3)	2	0	787542	830527	40	40
(5, 0, 3)	2	0	748764	584886	38	38
(0, 6, 3)	1	0	678275	968877	46	45
(6, 0, 3)	2	0	720655	235053	29	29
(0, 7, 3)	1	0	469887	569481	29	28
(7, 0, 3)	2	0	440412	217904	24	24
(0, 8, 3)	1	0	342852	347243	22	21
(8, 0, 3)	2	0	308915	160995	17	17
(0, 9, 3)	1	0	187220	226390	19	18
(9, 0, 3)	2	0	289818	212380	28	28
(0, 10, 3)	1	0	428201	841247	28	27
(10, 0, 3)	2	0	743511	542356	28	28
(0, 11, 3)	1	0	791220	956785	58	57
(11, 0, 3)	2	0	655587	295249	24	24
(0, 12, 3)	1	0	150332	364894	23	22
(12, 0, 3)	2	0	444115	367504	30	30
(0, 13, 3)	1	0	296296	136496	26	25
(13, 0, 3)	2	0	78725	284094	26	26
(1, 2, 3)	1	0	771933	709623	25	24
(2, 1, 3)	1	0	666682	734903	21	20
(1, 3, 3)	2	0	820620	590595	33	33
(3, 1, 3)	1	0	614576	918794	48	47
(1, 4, 3)	1	0	894707	687556	41	40
(4, 1, 3)	2	0	790534	933368	46	46
(1, 5, 3)	2	0	784206	696709	31	31
(5, 1, 3)	2	0	848221	901273	37	37
(1, 6, 3)	1	0	899237	949011	37	36
(6, 1, 3)	2	0	948981	878245	46	46
(1, 7, 3)	1	0	835721	651495	40	39
